sim_id,강원특별자치도,경기도,경상남도,경상북도,광주광역시,대구광역시,대전광역시,부산광역시,서울특별시,세종특별자치시,울산광역시,인천광역시,전라남도,전북특별자치도,제주특별자치도,충청남도,충청북도
5162,D,D,R,R,D,R,D,D,D,D,D,D,D,D,D,D,D
5163,D,D,D,R,D,R,D,D,D,D,D,D,D,D,D,D,D
5164,R,D,R,R,D,R,D,R,D,D,R,R,D,D,R,D,R
5165,D,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,R
5166,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5167,D,R,R,R,D,R,D,R,D,D,R,R,D,D,D,R,R
5168,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,D
5169,R,R,R,R,D,R,D,R,R,D,R,D,D,D,D,D,D
5170,R,R,R,R,D,R,D,R,R,R,R,R,D,D,R,D,R
5171,D,D,D,R,D,R,D,D,R,D,D,D,D,D,D,D,D
5172,R,D,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5173,D,D,D,R,D,R,D,D,D,D,D,D,D,D,D,D,D
5174,D,D,R,R,D,R,R,R,D,D,R,R,D,D,D,D,D
5175,R,D,R,R,D,R,R,R,R,R,R,R,D,D,R,R,D
5176,R,R,R,R,D,R,R,R,R,D,R,R,R,D,R,R,R
5177,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
5178,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
5179,R,D,R,R,D,R,D,R,R,D,R,R,D,D,R,R,R
5180,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5181,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
5182,R,R,R,R,D,R,D,R,R,D,R,D,D,D,D,R,R
5183,R,R,R,R,D,R,D,R,D,D,R,R,D,D,D,D,R
5184,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,R,D
5185,D,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
5186,D,D,R,R,D,D,D,D,D,D,D,D,D,D,D,D,D
5187,D,R,R,R,D,R,R,R,R,D,R,D,D,D,D,R,R
5188,R,R,R,R,D,R,R,R,R,R,R,D,D,D,D,D,R
5189,D,R,R,R,D,R,D,R,D,D,R,D,D,D,D,D,D
5190,R,R,D,R,D,R,D,D,D,D,R,D,D,D,D,D,D
5191,R,D,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
5192,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,D
5193,R,D,R,R,D,R,D,R,D,R,R,R,D,D,D,R,D
5194,R,R,R,R,D,R,D,R,R,D,R,D,D,D,R,D,R
5195,R,D,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
5196,D,D,R,R,D,R,D,R,D,D,D,R,D,D,D,D,R
5197,R,R,R,R,D,R,D,R,D,D,R,D,D,D,R,R,R
5198,D,D,R,R,D,R,D,R,D,D,D,D,D,D,D,D,D
5199,R,D,R,R,D,R,D,R,D,R,R,R,D,D,D,R,R
5200,D,R,R,R,D,R,R,R,D,D,R,D,D,D,D,R,R
5201,R,D,D,D,D,R,D,R,D,D,R,D,D,D,D,D,D
5202,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
5203,D,R,R,R,D,R,R,R,R,D,R,D,D,D,R,R,R
5204,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,D
5205,D,D,D,R,D,D,R,D,D,D,R,D,D,D,D,D,D
5206,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
5207,R,R,R,R,D,R,D,R,D,D,R,D,D,D,R,R,D
5208,R,R,R,R,D,R,D,D,D,R,R,R,D,R,D,R,R
5209,R,D,R,R,D,R,R,D,R,D,R,R,D,D,D,R,R
5210,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5211,R,R,R,R,D,R,R,R,D,R,R,D,D,D,D,D,D
5212,R,R,R,R,D,R,R,D,R,D,R,R,D,D,D,R,R
5213,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
5214,D,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
5215,D,R,R,R,D,R,D,R,D,D,R,R,D,D,R,R,D
5216,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
5217,R,R,R,R,D,R,D,R,D,R,R,D,D,D,R,R,R
5218,R,R,R,R,D,R,R,R,R,R,D,D,D,D,D,R,R
5219,R,R,R,R,D,R,D,R,D,D,R,R,D,D,D,D,R
5220,D,R,R,R,D,R,D,R,R,D,R,R,D,D,R,D,R
5221,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
5222,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
5223,D,R,R,R,D,R,D,R,D,D,R,D,D,D,D,R,R
5224,R,D,R,R,D,R,R,R,D,D,R,D,D,D,D,R,R
5225,R,R,R,R,D,R,D,R,D,R,R,D,D,D,D,R,D
5226,D,D,D,R,D,R,D,D,D,D,D,D,D,D,D,D,D
5227,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
5228,D,R,R,R,D,R,D,D,D,D,R,D,D,D,D,D,D
5229,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5230,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
5231,D,R,R,R,D,R,R,R,D,R,R,D,D,D,R,D,D
5232,R,R,R,R,D,R,R,R,R,D,R,D,D,D,R,D,D
5233,D,D,D,R,D,D,D,R,D,D,R,D,D,D,R,D,D
5234,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
5235,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
5236,D,D,R,R,D,R,D,D,D,D,R,D,D,D,D,D,D
5237,D,D,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
5238,R,D,R,R,D,D,R,R,R,D,D,R,D,D,D,R,R
5239,D,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
5240,D,D,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5241,R,R,R,R,D,R,D,R,R,D,R,R,D,D,R,R,R
5242,D,R,R,R,D,R,R,R,D,R,R,D,D,D,R,R,R
5243,D,R,R,R,D,R,D,R,R,D,R,R,D,D,R,D,R
5244,D,D,D,R,D,R,D,R,D,D,D,D,D,D,D,R,D
5245,R,D,R,R,D,R,R,R,R,R,R,D,D,D,R,D,D
5246,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5247,R,R,R,R,D,R,R,R,R,D,R,D,D,D,R,R,R
5248,D,R,R,R,D,D,R,R,D,R,R,R,D,D,D,R,D
5249,R,R,R,R,D,R,R,R,R,R,R,D,D,D,R,R,R
5250,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
5251,R,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,R
5252,R,R,R,R,D,R,R,R,D,R,R,R,D,D,R,D,R
5253,D,R,D,R,D,R,D,D,D,D,D,D,D,D,D,D,R
5254,R,R,R,R,D,R,R,R,R,D,R,D,D,D,R,R,R
5255,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5256,D,D,D,R,D,R,D,D,D,D,R,D,D,D,D,D,D
5257,D,R,R,R,D,R,D,R,D,R,R,D,D,D,R,D,R
5258,D,D,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
5259,R,R,R,R,D,R,R,R,D,D,D,R,D,D,R,D,D
5260,D,R,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
5261,R,R,R,R,D,R,D,D,R,D,R,D,D,D,D,R,R
5262,R,R,R,R,D,R,D,R,R,R,R,R,D,D,R,R,D
5263,R,R,R,R,D,R,D,R,D,D,R,D,D,D,D,R,D
5264,R,R,R,R,D,R,R,R,D,D,R,D,D,D,R,D,R
5265,D,D,R,R,D,D,D,D,D,D,R,D,D,D,D,D,D
5266,D,D,R,R,D,R,D,D,D,D,R,D,D,D,D,D,D
5267,R,R,R,R,D,R,D,R,R,D,R,D,D,D,R,R,R
5268,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
5269,R,D,R,R,D,R,D,R,D,R,R,R,D,D,R,R,R
5270,D,R,R,R,D,R,D,D,D,D,R,R,D,D,R,R,R
5271,R,R,R,R,D,R,D,R,R,D,R,D,D,D,D,R,R
5272,R,D,R,R,D,R,D,R,R,D,R,D,D,D,D,D,R
5273,D,R,R,R,D,R,R,R,D,D,R,D,D,D,D,R,R
5274,R,R,R,R,D,R,R,R,D,D,R,D,D,D,D,D,R
5275,D,D,R,R,D,R,D,D,D,D,R,D,D,D,R,D,R
5276,D,D,R,R,D,R,R,R,D,R,R,R,D,D,D,D,R
5277,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,D,D
5278,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
5279,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,D,R
5280,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
5281,R,D,R,R,D,R,D,R,R,R,D,R,D,D,R,R,R
5282,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,D
5283,D,D,R,R,D,D,D,R,D,D,R,D,D,D,D,D,R
5284,R,R,R,R,D,R,R,R,D,D,R,D,D,D,R,R,R
5285,R,D,R,R,D,R,R,R,D,R,R,R,D,D,D,D,R
5286,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
5287,R,R,R,R,D,R,D,R,D,D,R,R,D,D,D,R,R
5288,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
5289,D,R,R,R,D,R,R,R,R,D,R,D,D,D,D,R,R
5290,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
5291,D,D,D,R,D,R,D,D,D,D,D,D,D,D,D,D,D
5292,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5293,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
5294,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
5295,R,D,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
5296,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
5297,D,D,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
5298,D,D,R,R,D,R,R,R,R,R,R,D,D,D,R,D,R
5299,R,R,R,R,D,R,D,R,R,D,R,D,D,D,D,R,D
5300,D,D,D,R,D,R,D,D,D,D,D,D,D,D,D,D,D
5301,R,R,R,R,D,R,D,R,D,D,D,D,D,D,D,D,R
5302,D,D,R,R,D,D,D,D,D,D,R,D,D,D,D,D,R
5303,R,D,R,R,D,R,R,R,D,D,R,R,D,D,D,D,D
5304,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
5305,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
5306,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
5307,R,D,R,R,D,R,R,R,D,D,R,D,D,D,R,D,R
5308,D,R,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
5309,R,R,R,R,D,R,D,R,R,D,R,R,D,D,R,R,R
5310,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5311,D,D,R,R,D,R,D,R,D,D,D,D,D,D,R,D,D
5312,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
5313,R,D,R,R,D,R,D,R,D,D,R,R,D,D,R,R,R
5314,D,D,D,R,D,R,D,D,D,D,D,D,D,D,D,D,D
5315,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5316,R,R,R,R,D,R,R,D,R,D,R,R,D,D,D,R,R
5317,R,R,R,R,D,R,R,R,R,D,R,D,D,D,D,R,D
5318,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,R,R
5319,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,D
5320,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,R,R
5321,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5322,R,R,R,R,D,R,R,R,D,D,R,D,D,D,D,D,R
5323,R,R,R,R,D,R,D,R,D,D,R,R,D,D,D,D,R
5324,D,D,R,R,D,R,D,D,D,D,D,D,D,D,D,D,D
5325,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5326,R,R,R,R,D,R,R,R,R,R,R,D,D,D,R,D,R
5327,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,R,R
5328,R,D,D,R,D,D,D,D,D,D,D,D,D,D,D,D,D
5329,R,D,R,R,D,R,R,R,D,R,R,D,D,D,D,R,R
5330,D,R,R,R,D,R,D,D,D,D,D,D,D,D,D,D,D
5331,R,R,R,R,D,R,R,R,R,R,R,D,D,D,R,R,R
5332,D,D,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5333,D,D,R,R,D,D,D,D,D,D,R,D,D,D,D,D,D
5334,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,R,R
5335,D,D,R,R,D,R,D,R,D,D,R,D,D,D,D,R,R
5336,D,D,R,R,D,D,D,R,D,D,R,D,D,D,D,D,D
5337,D,D,D,R,D,D,D,R,D,D,R,D,D,D,D,D,D
5338,R,D,R,R,D,R,D,R,R,D,R,R,D,D,R,D,R
5339,D,D,R,R,D,R,R,R,D,D,R,D,D,D,D,R,R
5340,R,R,R,R,D,R,D,R,R,D,R,R,D,D,R,D,R
5341,D,R,R,R,D,R,D,R,D,D,D,R,D,D,D,D,D
5342,R,R,R,R,D,R,D,R,D,D,R,D,D,D,D,R,R
5343,D,R,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
5344,D,R,R,R,D,R,R,D,D,D,R,R,D,D,R,R,R
5345,D,R,R,R,D,R,D,R,D,D,R,R,D,D,R,D,R
5346,R,R,R,R,D,R,D,R,R,D,R,D,D,D,R,D,R
5347,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5348,D,R,R,R,D,R,D,R,D,D,R,R,D,D,D,R,R
5349,R,D,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
5350,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,D
5351,D,D,D,R,D,D,D,R,D,D,R,D,D,D,D,D,D
5352,D,R,R,R,D,R,D,D,D,D,R,D,D,D,R,D,D
5353,R,D,R,R,D,R,R,R,D,D,R,D,D,D,D,D,D
5354,D,R,R,R,D,R,D,R,D,R,R,R,D,D,D,R,R
5355,R,D,R,R,D,R,R,R,R,R,R,R,D,D,R,R,D
5356,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
5357,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
5358,D,D,D,R,D,R,D,R,R,D,R,D,D,D,D,D,D
5359,R,D,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
5360,R,R,R,R,D,R,D,D,D,R,R,D,D,D,D,D,D
5361,D,R,R,R,D,R,R,R,R,R,R,D,D,D,R,R,R
5362,D,D,D,R,D,R,D,R,R,D,D,D,D,D,D,D,D
5363,R,R,R,R,D,R,R,R,R,D,R,D,D,D,R,D,R
5364,D,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,D
5365,D,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
5366,R,D,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
5367,D,R,R,R,D,R,D,R,D,R,R,D,D,D,D,R,D
5368,R,D,R,R,D,R,D,R,D,D,R,R,D,D,R,D,R
5369,D,R,R,R,D,R,D,D,D,D,R,D,D,D,D,D,D
5370,R,R,R,R,D,R,R,R,R,D,R,D,D,D,D,R,R
5371,D,D,D,R,D,R,D,R,D,D,R,D,D,D,D,R,D
5372,R,D,R,R,D,R,R,R,D,R,R,R,D,D,D,R,D
5373,R,R,R,R,D,R,R,R,R,D,R,D,D,D,D,R,D
5374,R,R,R,R,D,R,R,D,D,D,R,D,D,D,R,D,R
5375,R,R,R,R,D,R,D,R,D,D,R,R,D,D,R,D,R
5376,R,R,R,R,D,R,R,D,R,D,R,R,D,D,R,R,R
5377,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,D,D
5378,R,R,R,R,D,R,D,R,D,D,R,D,D,D,R,D,R
5379,R,D,R,R,D,R,D,R,D,D,D,D,D,D,R,D,D
5380,D,R,R,R,D,R,R,D,D,R,R,R,D,D,D,R,R
5381,D,D,R,R,D,R,D,R,R,D,R,D,D,D,D,D,R
5382,D,D,R,R,D,R,D,R,D,D,R,D,D,D,D,D,D
5383,R,R,R,R,D,R,D,D,D,R,R,R,D,D,D,R,R
5384,D,R,D,R,D,R,D,D,D,D,D,D,D,D,D,D,D
5385,D,R,R,R,D,R,D,R,D,D,R,R,D,R,R,D,R
5386,R,R,R,R,D,R,R,R,R,D,D,R,D,D,D,D,R
5387,D,D,D,D,D,R,D,R,D,D,D,D,D,D,R,D,D
5388,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,D
5389,D,D,D,D,D,R,D,D,D,D,R,D,D,D,D,D,D
5390,D,D,R,R,D,R,D,R,D,D,R,D,D,D,D,D,D
5391,D,D,R,R,D,R,R,R,R,D,R,R,D,D,R,D,D
5392,D,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,D
5393,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
5394,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
5395,R,D,R,R,D,R,D,D,R,D,R,R,D,D,D,R,D
5396,D,D,R,R,D,R,D,R,D,D,R,R,D,D,D,D,D
5397,R,R,R,R,D,R,D,R,R,D,R,D,D,D,D,R,D
5398,D,D,D,R,D,D,D,D,D,D,D,D,D,D,D,D,D
5399,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
5400,R,D,D,R,D,D,D,D,D,D,D,D,D,D,D,D,R
5401,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5402,R,D,R,R,D,R,R,D,D,R,R,D,D,D,R,R,R
5403,D,D,R,R,D,R,D,D,D,D,R,D,D,D,D,D,R
5404,D,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
5405,D,D,D,R,D,R,D,R,D,D,R,D,D,D,D,D,R
5406,R,R,R,R,D,R,D,D,R,R,R,D,D,D,D,D,D
5407,D,R,R,R,D,R,D,R,D,D,D,D,D,D,D,D,R
5408,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
5409,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
5410,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,D,R
5411,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,D
5412,D,R,R,R,D,R,R,R,D,R,R,R,D,D,D,D,R
5413,R,R,R,R,D,R,D,D,R,D,R,R,D,D,D,R,R
5414,D,R,R,R,D,R,D,R,D,R,R,R,D,D,R,D,D
5415,R,R,R,R,D,R,R,R,R,D,D,D,D,D,R,R,R
5416,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
5417,D,R,R,R,D,R,D,D,R,R,R,R,D,D,R,R,D
5418,R,D,R,R,D,D,R,R,D,D,R,D,D,D,R,R,D
5419,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,R,R
5420,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5421,R,D,R,R,D,R,R,R,R,D,R,R,D,D,D,R,D
5422,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,R,D
5423,D,D,R,R,D,R,R,R,R,D,R,R,D,D,D,D,D
5424,R,D,R,R,D,D,D,D,D,D,R,D,D,D,D,R,D
5425,D,D,R,R,D,R,D,R,D,D,R,D,D,D,R,R,R
5426,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,D,R
5427,R,R,R,R,D,R,D,R,R,R,R,R,D,D,R,R,D
5428,D,R,D,R,D,R,D,R,D,D,R,D,D,D,D,D,D
5429,R,R,R,R,D,R,R,R,R,D,R,D,D,D,R,D,R
5430,R,R,R,R,D,R,D,D,R,D,D,D,D,D,D,D,D
5431,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
5432,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5433,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
5434,R,R,R,R,D,R,D,R,D,D,R,D,D,D,D,D,R
5435,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,D
5436,R,R,R,R,D,R,R,R,D,R,R,D,D,D,D,R,R
5437,D,D,R,R,D,R,D,R,D,D,D,D,D,D,D,R,D
5438,R,R,R,R,D,R,D,R,R,R,R,R,D,D,R,D,R
5439,R,R,R,R,D,R,D,R,D,D,R,R,D,D,R,R,R
5440,D,R,D,R,D,R,D,D,D,D,D,D,D,D,D,D,R
5441,D,D,R,R,D,R,D,R,R,D,R,R,D,D,R,R,R
5442,D,R,R,R,D,R,R,R,D,R,R,D,D,D,R,R,D
5443,D,R,D,R,D,R,D,R,D,D,D,D,D,D,D,D,D
5444,D,D,D,R,D,R,D,R,D,D,D,D,D,D,D,D,D
5445,D,D,D,R,D,D,D,R,D,D,D,D,D,D,D,D,D
5446,R,D,R,R,D,R,R,R,D,D,R,D,D,D,D,R,R
5447,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5448,R,D,D,R,D,D,D,R,D,D,D,R,D,D,D,D,D
5449,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
5450,R,R,R,R,D,R,D,R,R,R,R,R,D,D,R,R,D
5451,D,D,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
5452,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,D
5453,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
5454,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5455,D,R,R,R,D,R,R,R,D,D,R,R,D,D,D,D,D
5456,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,D
5457,R,D,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
5458,R,D,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
5459,D,R,R,R,D,R,D,R,D,R,R,D,D,D,R,D,D
5460,R,D,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
5461,D,D,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
5462,R,D,R,R,D,R,R,R,D,D,R,R,D,D,D,D,D
5463,D,D,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
5464,R,R,R,R,D,R,D,R,D,R,R,R,D,D,D,D,R
5465,R,D,R,R,D,R,R,R,D,R,R,D,D,D,D,R,D
5466,D,R,R,R,D,R,D,R,D,D,R,R,D,D,D,D,R
5467,D,D,D,R,D,R,D,R,D,D,D,D,D,D,D,D,D
5468,R,R,R,R,D,D,R,R,R,D,D,R,D,D,R,D,R
5469,D,D,R,R,D,R,D,R,R,D,R,D,D,D,R,D,R
5470,D,D,R,R,D,R,D,D,D,D,D,D,D,D,D,D,D
5471,D,D,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
5472,R,R,R,R,D,R,R,R,R,D,R,R,D,R,R,R,R
5473,D,D,D,R,D,R,D,D,D,D,R,R,D,D,D,D,D
5474,D,R,R,R,D,R,D,R,D,D,R,R,D,D,D,D,D
5475,D,D,R,R,D,R,D,R,D,D,R,D,D,D,D,D,R
5476,D,R,R,R,D,R,D,D,D,D,R,R,D,D,D,D,R
5477,D,D,R,R,D,R,D,R,D,D,R,R,D,D,D,D,R
5478,D,D,R,R,D,R,D,D,D,D,D,D,D,D,D,D,R
5479,R,R,R,R,D,R,R,D,R,D,R,D,D,D,R,D,R
5480,R,R,R,R,R,R,R,R,R,R,R,R,D,D,R,R,R
5481,R,R,R,R,D,R,D,R,R,R,R,D,D,D,D,D,D
5482,D,D,R,R,D,D,D,R,D,D,D,D,D,D,R,D,D
5483,D,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
5484,D,R,R,R,D,R,R,R,R,R,R,D,D,D,D,D,D
5485,R,D,R,R,D,R,R,R,D,R,R,R,D,D,D,D,R
5486,D,R,R,R,D,R,R,R,R,D,R,D,D,D,R,R,R
5487,D,D,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
5488,D,D,R,R,D,R,D,D,D,D,R,D,D,D,D,D,D
5489,R,D,R,R,D,R,D,R,D,D,R,R,D,D,R,D,R
5490,D,R,R,R,D,R,D,R,R,R,R,R,D,D,R,D,D
5491,R,D,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
5492,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
5493,R,D,R,R,D,R,R,R,R,R,R,D,D,D,R,D,R
5494,D,D,R,R,D,D,D,R,D,D,R,D,D,D,D,D,D
5495,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
5496,D,R,R,R,D,R,R,R,D,R,R,R,D,D,D,R,R
5497,R,R,R,R,D,R,D,R,D,D,R,D,D,D,D,D,R
5498,D,D,R,R,D,D,D,D,D,D,R,D,D,D,D,D,D
5499,R,R,R,R,D,R,D,R,D,D,R,R,D,D,D,R,R
5500,D,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,D
5501,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5502,D,R,R,R,D,R,D,R,R,D,R,R,D,D,D,D,R
5503,R,D,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
5504,D,R,R,R,D,R,D,R,R,R,R,R,D,D,R,R,R
5505,D,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
5506,R,R,R,R,D,R,R,R,D,R,R,R,D,D,R,D,R
5507,R,R,R,R,D,R,R,D,D,R,R,R,D,D,D,R,R
5508,D,D,R,R,D,D,D,D,D,D,R,D,D,D,D,D,D
5509,D,D,D,R,D,R,D,D,D,D,D,D,D,D,D,D,D
5510,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
5511,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5512,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,R,D
5513,D,R,R,D,D,D,D,R,D,D,R,D,D,D,D,D,D
5514,R,R,R,R,D,D,D,R,D,D,R,D,D,D,D,R,R
5515,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,D
5516,R,R,R,R,D,R,D,R,R,R,R,R,R,D,R,D,R
5517,D,R,R,R,D,R,R,D,R,D,R,R,D,D,R,R,R
5518,R,R,R,R,D,R,R,R,R,D,R,D,D,D,R,R,R
5519,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
5520,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
5521,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,D
5522,D,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
5523,R,D,R,R,D,R,R,R,D,D,R,R,D,D,R,D,R
5524,D,D,D,R,D,R,D,D,D,D,D,R,D,D,D,D,R
5525,D,D,D,R,D,R,R,D,D,D,R,D,D,D,D,D,R
5526,D,R,D,D,D,D,R,D,D,D,D,D,D,D,D,D,R
5527,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5528,D,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,D
5529,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
5530,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
5531,R,R,R,R,D,R,D,R,R,R,R,D,D,D,R,R,R
5532,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
5533,R,D,R,R,D,R,D,D,R,R,R,D,D,D,D,D,D
5534,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,D
5535,R,D,R,R,D,R,R,R,R,R,R,D,D,D,R,R,D
5536,R,R,R,R,D,R,R,R,D,R,D,R,D,D,R,R,D
